Authors	Author full names	Author(s) ID	Title	Year	Source title	Volume	Issue	Art. No.	Page start	Page end	Page count	DOI	Link	Abstract	Document Type	Source
Olivatto G.P.; Carreira R.; Tornisielo V.L.; Montagner C.C.	Olivatto, Glaucia P. (57205221194); Carreira, Renato (55395574900); Tornisielo, Valdemar Luiz (6602337941); Montagner, Cassiana C. (36340568700)	57205221194; 55395574900; 6602337941; 36340568700	Microplastics: Contaminants of global concern in the Anthropocene; [Microplásticos: Contaminantes de Preocupação Global no Antropoceno]	2018	Revista Virtual de Quimica	10	6		1968	1989	21	10.21577/1984-6835.20180125	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064684485&doi=10.21577%2f1984-6835.20180125&partnerID=40&md5=1a1b4a1df4ee937b22a2b574f6a5a044	Since the beginning of mass production of plastic in the mid-20th century, environmental contamination by this anthropogenic material has been growing and is becoming increasingly apparent, and is even considered a potential geological indicator in the Anthropocene. Microplastics is a term used to group a range of different polymeric synthetic materials of size < 5 mm. These materials have been reported by several studies in different environmental matrices globally and present physical and chemical risk to organisms at the base of the food chain. However, in Brazil, interest in the subject is relatively new and few studies have been published in recent years. Here we present an overview of the plastic industry, microplastics as contaminants in the Anthropocene and review the literature on microplastic contamination in Brazilian environmental matrices with their respective methodologies. © 2018 Secretaria Regional do Rio de Janeiro da Sociedade Brasileira de Quimica.All rights reserved.	Article	Scopus
Da Silveira A.T.; Maranho L.A.; Torres N.H.; Ferreira L.F.R.; de Salles Pupo M.M.; Bharagava R.N.; Souza B.S.; Costa M.J.; Tornisielo V.L.	Da Silveira, Aline Trentini (57203396000); Maranho, Lucineide Aparecida (55520087500); Torres, Nádia Hortense (49361991100); Ferreira, Luiz Fernando Romanholo (37067328300); de Salles Pupo, Marilia Moura (57197762687); Bharagava, Ram Naresh (15761843200); Souza, Bruno Santos (55362724200); Costa, Mônica Jones (7402846583); Tornisielo, Valdemar Luiz (6602337941)	57203396000; 55520087500; 49361991100; 37067328300; 57197762687; 15761843200; 55362724200; 7402846583; 6602337941	Assessment of 14C-sulfadiazine on Danio rerio (zebrafish)	2018	Journal of Radioanalytical and Nuclear Chemistry	318	2		1001	1008	7	10.1007/s10967-018-6058-z	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051541475&doi=10.1007%2fs10967-018-6058-z&partnerID=40&md5=21193ea1aa54fe58efc75733937c5d4b	Antimicrobials, besides application in pharmaceuticals, are used as growth promoters in agriculture, especially for cattle, pigs, and poultry production, as well as, complement for fish in aquaculture. In addition to uses mentioned above, the improper disposal of these substances may cause problems in the aquatic environments such as bioaccumulation, bioconcentration and biomagnification. Thus, the aim of this study was to evaluate the bioconcentration and depuration of sulfadiazine using the teleost fish Danio rerio as test organism. During 20 days of exposal to 14C-sulfadiazine, a small amount of the antimicrobial concentration was observed on fish. Further, no depuration was noted during this period. © 2018, Akadémiai Kiadó, Budapest, Hungary.	Article	Scopus
de Santi-Júnior A.; Botteon V.W.; Mastrangelo T.; Moreira M.Z.	de Santi-Júnior, Adelino (57202732203); Botteon, Victor Wilson (56913472900); Mastrangelo, Thiago (36100371800); Moreira, Marcelo Zacharias (35550134300)	57202732203; 56913472900; 36100371800; 35550134300	Trophic ecology of citrus pests based on stable isotope analysis	2018	Scientia Agricola	75	6	S0103-90162018000600504	504	508	4	10.1590/1678-992x-2016-0496	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049138113&doi=10.1590%2f1678-992x-2016-0496&partnerID=40&md5=f32c364c50a92cc4d3ffb159274c8060	Macrodactylus pumilio Burm. (Coleoptera: Scarabeidae) and Naupactus cervinus (Boh.) (Coleoptera: Curculionidae) are considered primary pests in citrus crops in Brazil, causing damage to plants and decreasing productivity. However, few studies investigate the ecology of these insects. In this context, the use of stable isotopes analysis (SIA) emerges as an alternative technique to conventional studies of behavioral ecology because it is faster and may explain feeding behavior based on the food source for each species. Field sampling and laboratory experiments were carried out to examine the changes of carbon and nitrogen stable isotope ratios (δ13C and δ15N) among pests and host plants (C3 citrus and C4 grasses), providing means to examine trophic interactions. Beetles were collected at the municipality of Gavião Peixoto, São Paulo State, identified and kept at 5 °C in saturated saline solution until the SIA. Two patterns for both species were found: δ13C value for N. cervinus was-23.6 ‰ and-13 ‰ for M. pumilio, indicating similarity between the results of δ13C of N. cervinus and citrus plants (-26 ‰) and dependence on grasses (-12 ‰) for M. pumilio individuals. The mean δ15N value was 4.3 and 5.8 ‰ for citrus plants and grass leaves, respectively, and the mean δ15N value was 4.4 ‰ for N. cervinus and 4.9 ‰ for M. pumilio. The results showed a higher affinity of N. cervinus for citrus roots since the larval stage compared with the alternative diet on M. pumilio. © 2018, Scientia Agricola. All rights reserved.	Article	Scopus
Borges C.D.; Carvalho J.L.N.; Kölln O.T.; Sanches G.M.; Silva M.J.; Castro S.G.Q.; Castro S.A.Q.; Sousa L.L.; Oliveira J.V.C.; Cantarella H.; Vargas V.P.; Tsai S.M.; Franco H.C.J.	Borges, Clovis D. (24177766200); Carvalho, João Luís N. (22133553200); Kölln, Oriel T. (37041478900); Sanches, Guilherme M. (56455210900); Silva, Marcelo J. (57217336311); Castro, Sergio G.Q. (57189644859); Castro, Saulo A.Q. (57189644862); Sousa, Luara L. (57204567960); Oliveira, Juliana V.C. (24338809600); Cantarella, Heitor (6603256586); Vargas, Vitor P. (37121164700); Tsai, Siu M. (7403478681); Franco, Henrique C.J. (7004472883)	24177766200; 22133553200; 37041478900; 56455210900; 57217336311; 57189644859; 57189644862; 57204567960; 24338809600; 6603256586; 37121164700; 7403478681; 7004472883	Can alternative N-fertilization methods influence GHG emissions and biomass production in sugarcane fields?	2019	Biomass and Bioenergy	120			21	27	6	10.1016/j.biombioe.2018.10.017	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056163727&doi=10.1016%2fj.biombioe.2018.10.017&partnerID=40&md5=dc973744bc23e7221ede3a9790ec1e46	This study evaluated the effect of different N fertilizer application methods on N2O and CH4 emissions and on sugarcane biomass yields over two successive growing seasons. Treatments included three methods of N fertilizer (120 kg ha−1 N) application: 1) above the straw layer; 2) below the straw layer; 3) incorporated into the soil (at 0.1-m soil depth) below the straw layer; and 4) no N application (control). Sugarcane yield for the above straw treatment was, on average, 12% and 15% lower than below the straw and incorporated into the soil, respectively. Emissions of CH4 were very low and unaffected by N fertilizer placement. The method and timing of N application influenced N2O emissions. For both years, higher N2O emissions were observed from the above straw, followed by below straw and incorporated treatments. Except for the above straw treatment during the wet season, the N2O emission factors ranged from 0.08 to 0.62 and were lower than the IPCC default value (1%). The intensity of N2O emissions was, on average, 7.45, 3.97 and 3.3 kg CO2eq Mg stalk−1 for N applied above straw, below straw and incorporated into the soil, respectively. Changes in the N fertilizer placement method and on the timing of application can significantly reduce GHG emissions during sugarcane production, making a significant contribution toward a cleaner production of sugarcane ethanol. © 2018 Elsevier Ltd	Article	Scopus
Ito V.C.; Zielinski A.A.F.; Demiate I.M.; Spoto M.; Nogueira A.; Lacerda L.G.	Ito, Vivian Cristina (56035669300); Zielinski, Acácio Antônio Ferreira (55749438900); Demiate, Ivo Mottin (8386663400); Spoto, Marta (57172443900); Nogueira, Alessandro (14058571800); Lacerda, Luiz Gustavo (24481653100)	56035669300; 55749438900; 8386663400; 57172443900; 14058571800; 24481653100	Gamma radiation effects on physicochemical, microbiological and antioxidant properties of black rice (Oryza Sativa L.) flour during storage	2019	Carpathian Journal of Food Science and Technology	11	3		163	174	11	10.34302/crpjfst/2019.11.3.14	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073102709&doi=10.34302%2fcrpjfst%2f2019.11.3.14&partnerID=40&md5=89a1411fee19c07dda86f57be038b381	Black rice has been categorised as a functional food because it contains high amounts of bioactive compounds. The effects of gamma radiation (at 0, 1, 2 and 3 kGy doses) on the free and bound total phenolics, antioxidant activity, and physicochemical and microbiological properties of black rice flour samples during storage were evaluated. The chemometric approach made it possible to observe the effects of irradiation and storage time on the samples. Regarding bioactive compounds, with the exception of the bound phenolic fractions the 3 kGy dose showed the highest values at time 0. At 120 days there was a decrease in these levels for all the samples, although the irradiated samples were most stable at the end of storage. Regarding the attribute of colour, the irradiation slightly modified all the parameters; in terms of microbiological analysis there was no growth of microorganisms at the end of storage. © 2019 North University of Baia Mare.	Article	Scopus
De Aro Galera L.; Filho A.L.A.; Reis L.S.; De Souza J.L.; Hernandez Y.A.; Martinelli L.A.	De Aro Galera, Leonardo (57208034096); Filho, Adibe Luiz Abdalla (57191615209); Reis, Luiza Santos (56255247400); De Souza, Janaina Leite (57208036714); Hernandez, Yeleine Almoza (57208035697); Martinelli, Luiz Antonio (7102366222)	57208034096; 57191615209; 56255247400; 57208036714; 57208035697; 7102366222	Carbon and nitrogen isotopic composition of commercial dog food in Brazil	2019	PeerJ	2019	2	5828				10.7717/peerj.5828	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063603492&doi=10.7717%2fpeerj.5828&partnerID=40&md5=7c24b84ac23dd974008a5bbc9f9f4e3d	Background: Brazil is a low- to medium-income country and has the second largest pet food market in the world with 8% of world pet food consumption. The lowest-income social class spends around 17% of their domestic budget on pet food and other items related to pets. Consumers are frequently misled by advertising as there is no precise information about the main sources of protein, carbohydrates and fat in the labels, and the Brazilian pet food industry can legally claim that their products contain certain items like salmon or beef even if they use just a flavoring compound. Methods: The stable isotope methodology compares the stable isotope ratios of carbon (13C/12C) and nitrogen (15N/14N) between source and product. The 13C/12C ratio of a specific product (e.g., dog food) reveals the proportions of C4 (maize) and C3 (soybean, rice and wheat) plants in that product and the 15N/14N ratio reveals the proportion of the compounds derived from animals. With this isotopic data, we used MixSIAR, a Bayesian stable isotope-mixing model, to estimate the proportion of maize, grains, poultry and beef in dog food. Results: The d13C values of dry dog food ranged from -24.2 to -12.8, with an average (± standard-deviation) of -17.1 ± 2.8. The d13C values of wet pet food ranged from -25.4 to -16.9, with an average (± standard-deviation) of -21.2 ± 2.4, which was significantly lower (p < 0.01). The d15N values of the dry and wet food ranged from 1.7 to 4.2, and from 0.5 to 5.5, respectively. The average d15N values of dry food (2.9 ± 0.5) was not higher than the wet food (2.6 ± 1.3) (p > 0.01). The output of the MixSIAR showed a low proportion of bovine products in dry dog food samples. On the other hand, poultry was obviously the dominant ingredient present in most of the samples. Maize was the second dominant ingredient. Wet and dry dog food showed similar isotopic analysis results. The only difference was a lower proportion of maize and higher proportion of grains in wet dog food. Discussion: The main finding is that dog food in Brazil is mostly made of approximately 60% (ranging from 32% to 86%) animal-based and 40% (ranging from 14% to 67%) plant-based products. Poultry and maize are the main ingredients. Poultry is added as a by-product or meal, which avoids competition between dogs and humans for meat products, while they can compete for maize. On the other hand, a large proportion of plant-based products in dog food decreases the energy and environmental footprint, since plant-based food products tend to be less harmful compared to animal-based products. Labels can mislead consumers by showing pictures of items that are not necessarily part of the product composition and by not showing the detailed information on the proportion of each ingredient. This information would allow customers to make their own choices considering their pet’s nutrition, the competition between animals and humans for resources and environmental sustainability. © 2019 Galera et al.	Article	Scopus
Santos P.M.; Batista D.L.J.; Ribeiro L.A.F.; Boffo E.F.; de Cerqueira M.D.; Martins D.; de Castro R.D.; de Souza-Neta L.C.; Pinto E.; Zambotti-Villela L.; Colepicolo P.; Fernandez L.G.; Canuto G.A.B.; Ribeiro P.R.	Santos, Perla M. (57203618699); Batista, Danilo L.J. (57203617239); Ribeiro, Luiz A.F. (24449845500); Boffo, Elisângela F. (14015144800); de Cerqueira, Martins D. (6505481764); Martins, Dirceu (7006093340); de Castro, Renato D. (35910143400); de Souza-Neta, Lourdes C. (16303691000); Pinto, Ernani (7007078512); Zambotti-Villela, Leonardo (8653532200); Colepicolo, Pio (7004132120); Fernandez, Luzimar G. (56796866200); Canuto, Gisele A.B. (37009677300); Ribeiro, Paulo R. (54391530000)	57203618699; 57203617239; 24449845500; 14015144800; 6505481764; 7006093340; 35910143400; 16303691000; 7007078512; 8653532200; 7004132120; 56796866200; 37009677300; 54391530000	Identification of antioxidant and antimicrobial compounds from the oilseed crop Ricinus communis using a multiplatform metabolite profiling approach	2018	Industrial Crops and Products	124			834	844	10	10.1016/j.indcrop.2018.08.061	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052446675&doi=10.1016%2fj.indcrop.2018.08.061&partnerID=40&md5=b56b3ec152c2de07f4d993561e4162ec	Ricinus communis is an important oilseed crop, which is widely used by traditional communities due to its medicinal properties. The extracts obtained from this plant are used to treat rhinitis, chest inflammation, bronchitis, dental caries, scabies, skin diseases, and infections in the digestive apparatus. Despite all its medicinal properties, there is a lack of studies that apply advanced chemical profiling techniques to characterize the chemical diversity of these extracts. The objective of this study was to apply a detailed multiplatform-based metabolite profiling approach to identify antioxidant and antimicrobial compounds in R. communis extracts. Leaf, stem and root extracts were obtained by maceration in hexane, ethyl acetate and ethanol. Antioxidant activity was assessed by the 2,2-diphenyl-1-picrylhydrazyl radical scavenging assay and total phenolic compounds were quantified by Folin-Ciocalteu method. Antimicrobial activity was assessed against Bacillus subtilis, B. cereus, Staphylococcus aureus, Escherichia coli, Pseudomonas aeruginosa, Salmonela choleraesuis, Candida albicans and C. glabrata. Nuclear magnetic resonance, liquid chromatography–mass spectrometry, and gas chromatography–mass spectrometry were used to characterize the chemical profile of the extracts. The antioxidant activity (IC50) of the extracts ranged from 31.73 ± 2.59 to 571.74 ± 45.92 μg mL−1, whereas total phenolic content varied from 16.96 ± 0.30 to 135.06 ± 1.69 mg GAE/g of extract. Extracts obtained with ethanol showed the greatest antioxidant activity, the highest total phenolic content, along with the most promising antimicrobial properties. For example, the ethanolic extract of the leaves showed antimicrobial activity against P. aeruginosa, S. choleraesius, and C. albicans, whereas the ethanol extract of the roots showed antimicrobial activity against P. aeruginosa and C. albicans. Three metabolites were annotated and quantified by NMR, 54 by LC–MS, and 36 by GC–MS, which included alkaloids, fatty acids, terpenes, phenolic compounds, steroids and carotenoid derivatives. The ethanol extract of the leaves showed high levels of the alkaloid ricinine, which seems to contribute for the activities of this extract. This approach allowed us to identify antioxidant and antimicrobial present in R. communis extracts. Therefore, providing important leads into the discovery of new active compounds and possibly to the development of new pharmaceuticals. © 2018 Elsevier B.V.	Article	Scopus
Kato L.S.; De Nadai Fernandes E.A.; Bacchi M.A.; Sarriés G.A.	Kato, Lilian S. (55537865900); De Nadai Fernandes, Elisabete A. (6602421058); Bacchi, Márcio A. (7005251862); Sarriés, Gabriel A. (7801436944)	55537865900; 6602421058; 7005251862; 7801436944	Elemental composition of Brazilian rice grains from different cultivars and origins	2018	Journal of Radioanalytical and Nuclear Chemistry	318	1		745	751	6	10.1007/s10967-018-6122-8	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052577520&doi=10.1007%2fs10967-018-6122-8&partnerID=40&md5=5999e808aee208482c030c407da17d29	Neutron activation analysis (NAA) was used for determining chemical elements in rice grains of four different cultivars (IRGA424, IRGA424 RI, Guri Inta, Puitá Inta) produced in four geographic regions of Rio Grande do Sul state, Brazil. Considering toxic elements, As varied from 0.027 to 0.646 mg/kg, while Cd was always lower than the detection limit of 0.25 mg/kg. Applying principal component and cluster analysis, As, Br, Co, Cs, Na, Rb and Zn presented potential to be used to distinguish rice grains from different regions, while no discrimination was obtained amongst cultivars. © 2018, Akadémiai Kiadó, Budapest, Hungary.	Article	Scopus
Santos K.R.S.; Hentschke G.S.; Andreote A.P.D.; Laughinghouse H.D., IV; Ballot A.; Novelo E.; Fiore M.F.; Sant’anna C.L.	Santos, Kleber Renan de Souza (36133750600); Hentschke, Guilherme Scotta (37261269000); Andreote, Ana Paula Dini (55509622800); Laughinghouse, Haywood Dail (23095116800); Ballot, Andreas (6603246156); Novelo, Eberto (55993766600); Fiore, Marli Fátima (8321054100); Sant’anna, Célia Leite (57190769838)	36133750600; 37261269000; 55509622800; 23095116800; 6603246156; 55993766600; 8321054100; 57190769838	Polyphasic characterization of newly isolated Anabaenopsis (Cyanobacteria) strains from tropical Brazil and Mexico	2018	Phytotaxa	367	1		1	12	11	10.11646/phytotaxa.367.1.1	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052701961&doi=10.11646%2fphytotaxa.367.1.1&partnerID=40&md5=cdf6a05079528765653bf8d510fb4a11	The taxonomy of four isolated strains of Anabaenopis elenkinii and A. arnoldii from North and South America were investigated using a polyphasic approach. The studied populations were collected from seven alkaline lakes of the Brazilian Pantanal and Nabor Carrillo Lake, Texcoco region (Mexico), between 2004 and 2012, where they frequently formed blooms during the dry season. The morphological plasticity of the populations, from natural and culture conditions, was described based on 200 individuals of each species. The 16S rRNA and the cpc-BA-IGS phylogenetic analyses show Anabaenopsis as a sister-taxon of Cyanospira. The Anabaenopsis clade has three strongly supported subclusters related to the origin of strains: Pantanal+Mexico, Kenya+Australia and one European clade. Although these data indicate that the currently known Anabaenopsis strains belong to more than one species, we are being conservative and not describing them as new species due to the lack of more molecular data. We highlight the need of a revision of the genus, considering also that Anabaenopsis sp. PCC 9215, the current reference strain used for the genus, is not identified as A. elenkinii and it is phylogenetically grouped with Anabaenopsis strains identified as A. circularis, A. arnoldii, A. nadsonii and A. elenkinii. © 2018 Magnolia Press.	Article	Scopus
Cruz A.B.; Bianchetti R.E.; Alves F.R.R.; Purgatto E.; Peres L.E.P.; Rossi M.; Freschi L.	Cruz, Aline Bertinatto (57212155384); Bianchetti, Ricardo Ernesto (56437532800); Alves, Frederico Rocha Rodrigues (56442124000); Purgatto, Eduardo (6507043491); Peres, Lazaro Eustaquio Pereira (7003409167); Rossi, Magdalena (12773686100); Freschi, Luciano (12446209600)	57212155384; 56437532800; 56442124000; 6507043491; 7003409167; 12773686100; 12446209600	Light, ethylene and auxin signaling interaction regulates carotenoid biosynthesis during tomato fruit ripening	2018	Frontiers in Plant Science	9		1370				10.3389/fpls.2018.01370	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054512867&doi=10.3389%2ffpls.2018.01370&partnerID=40&md5=26f7164facabf18b456efa12e77ea04a	Light signaling and plant hormones, particularly ethylene and auxins, have been identified as important regulators of carotenoid biosynthesis during tomato fruit ripening. However, whether and how the light and hormonal signaling cascades crosstalk to control this metabolic route remain poorly elucidated. Here, the potential involvement of ethylene and auxins in the light-mediated regulation of tomato fruit carotenogenesis was investigated by comparing the impacts of light treatments and the light-hyperresponsive high pigment-2 (hp2) mutation on both carotenoid synthesis and hormonal signaling. Under either light or dark conditions, the overaccumulation of carotenoids in hp2 ripening fruits was associated with disturbed ethylene production, increased expression of genes encoding master regulators of ripening and higher ethylene sensitivity and signaling output. The increased ethylene sensitivity observed in hp2 fruits was associated with the differential expression of genes encoding ethylene receptors and downstream signaling transduction elements, including the downregulation of the transcription factor ETHYLENE RESPONSE FACTOR.E4, a repressor of carotenoid synthesis. Accordingly, treatments with exogenous ethylene promoted carotenoid biosynthetic genes more intensively in hp2 than in wild-type fruits. Moreover, the loss of HP2 function drastically altered auxin signaling in tomato fruits, resulting in higher activation of the auxin-responsive promoter DR5, severe down-regulation of AUXIN/INDOLE-3-ACETIC ACID (Aux/IAA) genes and altered accumulation of AUXIN RESPONSE FACTOR (ARF) transcripts. Both tomato ARF2 paralogues (Sl-ARF2a and SlARF2b) were up-regulated in hp2 fruits, which agrees with the promotive roles played by these ARFs in tomato fruit ripening and carotenoid biosynthesis. Among the genes differentially expressed in hp2 fruits, the additive effect of light treatment and loss of HP2 function was particularly evident for those encoding carotenoid biosynthetic enzymes, ethylene-related transcription factors, Aux/IAAs and ARFs. Altogether, the data uncover the involvement of ethylene and auxin as part of the light signaling cascades controlling tomato fruit metabolism and provide a new link between light signaling, plant hormone sensitivity and carotenoid metabolism in ripening fruits. © 2018 Cruz, Bianchetti, Alves, Purgatto, Peres, Rossi and Freschi.	Article	Scopus
Abdalla Filho A.L.; Costa G.T., Jr.; Lima P.M.T.; Soltangheisi A.; Abdalla A.L.; Ghini R.; Piccolo M.C.	Abdalla Filho, Adibe L. (57191615209); Costa, Geovani T. (57208027006); Lima, Paulo M.T. (57204719578); Soltangheisi, Amin (56004940900); Abdalla, Adibe L. (7103049344); Ghini, Raquel (6602525326); Piccolo, Marisa C. (35594448400)	57191615209; 57208027006; 57204719578; 56004940900; 7103049344; 6602525326; 35594448400	Fiber fractions, multielemental and isotopic composition of a tropical C4 grass grown under elevated atmospheric carbon dioxide	2019	PeerJ	2019	2	e5932				10.7717/peerj.5932	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063639780&doi=10.7717%2fpeerj.5932&partnerID=40&md5=dff9e2b8baf08c93ba2c9b7359c67aa7	Background: Brazil has the largest commercial herd of ruminants with approximately 211 million head, representing 15% of world’s beef production, in an area of 170 million hectares of grasslands, mostly cultivated with Brachiaria spp. Although nutrient reduction due to increased atmospheric carbon dioxide (CO2) concentration has already been verified in important crops, studies evaluating its effects on fiber fractions and elemental composition of this grass genus are still scarce. Therefore, a better understanding of the effects of elevated CO2 on forage quality can elucidate the interaction between forage and livestock production and possible adaptations for a climate change scenario. The objective of this study was to evaluate the effects of contrasting atmospheric CO2 concentrations on biomass production, morphological characteristics, fiber fractions, and elemental composition of Brachiaria decumbens (cv. Basilisk). Methods: A total of 12 octagonal rings with 10 m diameter were distributed in a seven-ha coffee plantation and inside each of them, two plots of 0.25 m2 were seeded with B. decumbens (cv. Basilisk) in a free air carbon dioxide enrichment facility. Six rings were kept under natural conditions (≈390 mmol mol-1 CO2; Control) and other six under pure CO2 flux to achieve a higher concentration (≈550 mmol mol-1 CO2; Elevated CO2). After 30 months under contrasting atmospheric CO2 concentration, grass samples were collected, and then splitted into two portions: in the first, whole forage was kept intact and in the second portion, the leaf, true stem, inflorescence and senescence fractions were manually separated to determine their proportions (%). All samples were then analyzed to determine the fiber fractions (NDF, hemicellulose, ADF, cellulose, and Lignin), carbon (C), nitrogen (N), potassium (K), calcium (Ca), sulfur (S), phosphorus (P), iron (Fe), and manganese (Mn) contents and N isotopic composition. Results: Elevated atmospheric CO2 concentration did not influence biomass productivity, average height, leaf, stem, senescence and inflorescence proportions, and fiber fractions (p > 0.05). Calcium content of the leaf and senescence portion of B. decumbens were reduced under elevated atmospheric CO2 (p < 0.05). Despite no effect on total C and N (p > 0.05), lower C:N ratio was observed in the whole forage grown under elevated CO2 (p < 0.05). The isotopic composition was also affected by elevated CO2, with higher values of d15N in the leaf and stem portions of B. decumbens (p < 0.05). Discussion: Productivity and fiber fractions of B. decumbens were not influenced by CO2 enrichment. However, elevated CO2 resulted in decreased forage Ca content which could affect livestock production under a climate change scenario. © 2019 Abdalla Filho et al.	Article	Scopus
Zillo R.R.; Da Silva P.P.M.; Spoto M.H.F.; Martin J.G.P.	Zillo, Rafaela Rebessi (57202077688); Da Silva, Paula Porrelli Moreira (35098171600); Spoto, Marta Helena Fillet (57172443900); Martin, José Guilherme Prado (57190231968)	57202077688; 35098171600; 57172443900; 57190231968	Camu-camu harvested with reddish-green peel preserves its physicochemical characteristics and antioxidant compounds during cold storage	2019	Brazilian Journal of Food Technology	22		e2017060				10.1590/1981-6723.06017	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072245743&doi=10.1590%2f1981-6723.06017&partnerID=40&md5=b19a3e522417ec7c80621083372959f9	Camu-camu (Myrciaria dubia), a fruit native to the Brazilian Amazon, is considered a source of antioxidant compounds. Due to its high perishability, postharvest studies aimed at increasing its shelf life are required. The aim of this study was to evaluate the influence of harvesting time on the conservation of the physicochemical characteristics and antioxidant compounds of camu-camu during cold storage. The fruits, harvested at different ripening stages (red and reddish-green peel), were stored in polyethylene terephthalate trays at 15 °C and 90% relative humidity. The following analyses were carried out on days 1, 2, 5, 7, 9 and 13 after harvest: luminosity, hue angle and chromaticity, pH, soluble solids content, titratable acidity, SS/TA, ascorbic acid content, total phenolic content, total anthocyanin content and free-radical-scavenging activity by the 1,1-diphenyl-2-picryl-hydrazil method. The data were submitted to a multivariate analysis. The fruits harvested at different ripening stages showed different postharvest characteristics, highlighting the parameters of colour, flavour and antioxidants. The reddish-green fruits, despite their low concentration of anthocyanins during storage, showed high levels of phenolic compounds, ascorbic acid and antioxidant activity, which were maintained for nine days of cold storage. Due to the flavour characteristics and antioxidant compounds, it is recommended that camu-camu be harvested in the reddish-green maturation stage to extend its shelf life. © 2019 Instituto de Tecnologia de Alimentos - ITAL. All rights reserved.	Article	Scopus
Ishida D.A.; Vieira-Coelho A.C.; Melfi A.J.; Lucas Y.; Camargo J.P.B.; Montes C.R.	Ishida, Débora Ayumi (15843487800); Vieira-Coelho, Antonio Carlos (56213678000); Melfi, Adolpho José (7003918479); Lucas, Yves (23081134700); Camargo, João Paulo Brasiliano (57202785164); Montes, Célia Regina (7005310646)	15843487800; 56213678000; 7003918479; 23081134700; 57202785164; 7005310646	Influence of pedogenetic processes on the validity of kaolinite crystallinity indices: A case study of an Amazonian Ferralsol-Podzol soil system with white kaolin	2018	Applied Clay Science	162			435	442	7	10.1016/j.clay.2018.06.025	https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049353993&doi=10.1016%2fj.clay.2018.06.025&partnerID=40&md5=4a3f71e8b2cd274b50236efa6a8171f0	Structural defects of kaolinite could be associated with its genetic (weathering, pedogenetic, and hydrothermal) processes. Kaolinite crystallinity indices were evaluated in the context of pedogenetic processes associated with a representative Amazonian Ferralsol-Podzol soil system. This soil system, which is comprised of various types of kaolinitic materials and has a soil dynamics characterized by the progressive replacement of Ferralsols by Podzols, has been evaluated by Hinckley (HI), Aparicio-Galán-Ferrell (AGFI), Liètard (R2), and Amigó (A001) “crystallinity indices” and the “expert system” of Plançon and Zacharie (PZ). The results indicate that the complexity of the kaolinite population, which is due to pedogenetic processes, makes it difficult to interpret the usual kaolinite crystallinity indices. In areas where kaolinites are formed under low aggressive conditions (higher pH and lower dissolved organic carbon, DOC) and in equilibrium with the soil solutions, low-defect phase becomes dominant and there is a good consistency between the “crystallinities” provided by each index. However, in areas where kaolinites are formed under highly aggressive conditions (lower pH and higher DOC), the proportion of low-defect phase decreases. This induces changes in the values of the indices, which do not have the same weight from one index to another. © 2018 Elsevier B.V.	Article	Scopus
